ID_Transaccion,Fecha,Cliente_ID,Producto,Categoria,Precio_Unitario,Cantidad,Descuento_%,Costo_Envio,Region
T2024-03409,2024-01-06,C1151,Tarjeta microSD 256 GB,Almacenamiento,35.53,5.0,0.0,0.0,Pais Vasco
T2024-03576,2024-11-13,C0281,Reloj inteligente,Vestible,202.85,4.0,0.0,0.0,Pais Vasco
T2024-01421,2024-11-03,C0132,Movil gama media,Telefonia,381.5,1.0,0.0,0.0,Cataluna
T2024-00065,2024-01-13,C1072,Raton ergonomico,Perifericos,49.86,3.0,10.0,0.0,Comunitat Valenciana
T2024-02916,2024-02-03,C0156,Tablet 10 pulgadas,Telefonia,294.85,3.0,10.0,0.0,Madrid
T2024-01811,2024-04-21,C0016,Teclado mecanico,Perifericos,96.81,1.0,0.0,9.67,Canarias
T2024-00329,2024-12-30,C0591,Barra de sonido,Audio,208.96,3.0,0.0,0.0,Cataluna
T2024-02120,2024-07-25,C0078,Barra de sonido,Audio,199.38,5.0,25.0,0.0,Comunitat Valenciana
T2024-03499,2024-11-20,C0044,Teclado mecanico,Perifericos,97.02,4.0,10.0,0.0,Comunitat Valenciana
T2024-00103,2024-11-17,C0938,Camara web 1080p,Perifericos,69.74,1.0,0.0,5.26,Comunitat Valenciana
T2024-03208,2024-12-22,C0929,Portatil 16 pulgadas,Informatica,1460.84,2.0,0.0,0.0,Cataluna
T2024-00934,2024-10-12,C0017,Disco SSD 2 TB,Almacenamiento,174.78,1.0,0.0,0.0,Andalucia
T2024-02451,2024-12-30,C0088,Raton ergonomico,Perifericos,46.19,3.0,0.0,0.0,Cataluna
T2024-02346,2024-12-27,C0001,Auriculares con cable,Perifericos,28.81,3.0,0.0,3.71,Madrid
T2024-02689,2024-11-07,C0004,Pulsera de actividad,Vestible,58.41,2.0,0.0,0.0,Andalucia
T2024-04817,2024-11-19,C0008,Movil gama alta,Telefonia,969.02,2.0,0.0,0.0,Andalucia
T2024-00383,2024-10-04,C0772,Auriculares con cable,Perifericos,30.13,1.0,0.0,6.08,Comunitat Valenciana
T2024-03031,2024-07-13,C1078,Reloj inteligente,Vestible,180.95,1.0,30.0,0.0,Pais Vasco
T2024-01769,2024-12-12,C0015,Disco SSD 1 TB,Almacenamiento,106.36,4.0,0.0,0.0,Galicia
T2024-03551,2024-01-01,C0671,Camara web 1080p,Perifericos,70.9,4.0,0.0,0.0,Madrid
T2024-04633,2024-12-08,C0020,Auriculares con cable,Perifericos,28.84,2.0,0.0,3.24,Andalucia
T2024-03419,2024-11-03,C0008,Auriculares inalambricos,Audio,121.88,1.0,20.0,0.0,Comunitat Valenciana
T2024-01466,2024-01-11,C0556,Movil gama media,Telefonia,355.84,1.0,0.0,12.13,Canarias
T2024-01339,2024-09-30,C0001,Auriculares con cable,Perifericos,31.67,1.0,0.0,8.36,Canarias
T2024-02105,2024-11-25,C0166,Raton ergonomico,Perifericos,42.97,2.0,0.0,4.19,Andalucia
T2024-02555,2024-10-19,C0139,Tarjeta microSD 256 GB,Almacenamiento,30.56,4.0,0.0,0.0,Pais Vasco
T2024-00134,2024-09-18,C0025,Camara web 1080p,Perifericos,71.93,5.0,10.0,13.18,Canarias
T2024-00347,2024-11-30,C0761,Tarjeta microSD 256 GB,Almacenamiento,32.11,2.0,0.0,3.12,Comunitat Valenciana
T2024-04809,2024-06-18,C0005,Teclado mecanico,Perifericos,86.17,4.0,5.0,0.0,Comunitat Valenciana
T2024-00564,2024-04-02,C0022,Raton ergonomico,Perifericos,47.17,5.0,0.0,0.0,Madrid
T2024-04407,2024-11-16,C0004,Tarjeta microSD 256 GB,Almacenamiento,31.36,1.0,0.0,5.61,Pais Vasco
T2024-04355,2024-05-01,C0273,Auriculares con cable,Perifericos,25.44,4.0,0.0,0.0,Madrid
T2024-00392,2024-12-23,C0229,Pulsera de actividad,Vestible,60.2,4.0,25.0,0.0,Madrid
T2024-02106,2024-11-30,C0009,Disco SSD 2 TB,Almacenamiento,172.51,1.0,25.0,0.0,Madrid
T2024-02631,2024-09-17,C0640,Auriculares inalambricos, Audio ,143.93,5.0,5.0,0.0,Cataluna
T2024-03279,2024-04-10,C0291,Reloj inteligente,Vestible,183.57,1.0,0.0,0.0,Comunitat Valenciana
T2024-01702,2024-04-26,C0008,Altavoz bluetooth,Audio,83.7,5.0,0.0,0.0,Cataluna
T2024-03520,2024-09-10,C0156,Tarjeta microSD 256 GB,Almacenamiento,32.47,2.0,5.0,5.42,Madrid
T2024-02396,2024-11-10,C0012,Camara web 1080p,Perifericos,70.33,4.0,15.0,0.0,Cataluna
T2024-02429,2024-01-09,C1119,Camara web 1080p,Perifericos,67.87,3.0,0.0,0.0,Pais Vasco
T2024-03919,2024-10-19,C0340,Tarjeta microSD 256 GB,Almacenamiento,30.81,2.0,10.0,6.23,Madrid
T2024-02184,2024-12-15,C0194,Disco SSD 2 TB,Almacenamiento,185.19,2.0,0.0,0.0,Galicia
T2024-01371,2024-10-04,C0009,Barra de sonido,Audio,201.7,1.0,40.0,0.0,Comunitat Valenciana
T2024-02185,2024-05-27,C0161,Disco SSD 1 TB,Almacenamiento,105.19,5.0,0.0,0.0,Comunitat Valenciana
T2024-01834,2024-02-27,C0085,Camara web 1080p,Perifericos,65.82,1.0,0.0,3.14,Galicia
T2024-01965,2024-06-20,C0368,Pulsera de actividad,Vestible,60.12,2.0,0.0,0.0,Pais Vasco
T2024-04590,2024-04-28,C0041,Auriculares inalambricos,Audio,130.57,1.0,10.0,0.0,Cataluna
T2024-00971,2024-09-30,C0933,Altavoz bluetooth,Audio,85.12,1.0,10.0,6.93,Galicia
T2024-00812,2024-12-02,C0180,Pulsera de actividad,Vestible,60.0,4.0,0.0,0.0,Andalucia
T2024-04995,2024-02-23,C0393,Barra de sonido,Audio,188.89,1.0,0.0,0.0,Andalucia
T2024-01885,2024-11-11,C0077,Auriculares con cable,Perifericos,30.41,3.0,20.0,10.37,Canarias
T2024-03621,2024-09-13,C0527,Auriculares inalambricos,Audio,129.46,5.0,20.0,0.0,Comunitat Valenciana
T2024-00764,2024-06-27,C0178,Pulsera de actividad,Vestible,63.44,4.0,,0.0,Cataluna
T2024-00771,2024-02-18,C0001,Monitor 27 pulgadas,INFORMATICA,240.53,4.0,0.0,0.0,Pais Vasco
T2024-02144,2024-11-01,C0439,Pulsera de actividad,Vestible,60.28,2.0,0.0,0.0,Comunitat Valenciana
T2024-00528,2024-11-13,C0840,Monitor 27 pulgadas,Informatica,237.48,2.0,20.0,0.0,Cataluna
T2024-00919,2024-03-17,C0902,Camara web 1080p,Perifericos,70.63,2.0,5.0,0.0,Madrid
T2024-01446,2024-10-27,C0519,Altavoz bluetooth,Audio,86.22,1.0,10.0,3.82,Comunitat Valenciana
T2024-02204,2024-11-09,C0297,Auriculares con cable,Perifericos,28.89,1.0,,5.99,Comunitat Valenciana
T2024-03206,2024-09-08,C0027,Barra de sonido,Audio,208.41,2.0,10.0,0.0,Madrid
T2024-03404,2024-01-10,C0090,Auriculares inalambricos,Audio,134.37,1.0,35.0,0.0,Comunitat Valenciana
T2024-04446,2024-01-09,C1042,Movil gama media,Telefonia,337.63,2.0,,13.6,
T2024-00204,2024-08-28,C0031,Monitor 27 pulgadas,Informatica,263.3,5.0,0.0,0.0,Comunitat Valenciana
T2024-02906,2024-04-24,C0003,Disco SSD 2 TB,Almacenamiento,177.09,4.0,0.0,0.0,Cataluna
T2024-00384,2024-06-07,C1174,Portatil 16 pulgadas,Informatica,1594.32,4.0,25.0,0.0,Cataluna
T2024-03299,2024-02-10,C0200,Barra de sonido,Audio,195.44,5.0,20.0,0.0,Cataluna
T2024-01618,2024-12-30,C0002,Movil gama media,Telefonia,328.21,5.0,0.0,0.0,Madrid
T2024-03585,2024-05-21,C0051,Auriculares con cable,Perifericos,31.15,1.0,5.0,4.88,Cataluna
T2024-04600,2024-12-21,C0001,Camara web 1080p,Perifericos,71.21,1.0,15.0,5.52,Comunitat Valenciana
T2024-01404,2024-12-06,C0015,Auriculares con cable,Perifericos,27.56,1.0,5.0,3.87,Comunitat Valenciana
T2024-02573,2024-12-18,C0043,Pulsera de actividad,Vestible,56.18,2.0,0.0,0.0,Cataluna
T2024-02256,2024-10-29,C0005,Disco SSD 2 TB,Almacenamiento,171.54,2.0,15.0,9.01,Canarias
T2024-00660,2024-12-12,C0073,Disco SSD 2 TB,Almacenamiento,166.21,1.0,0.0,0.0,Comunitat Valenciana
T2024-02834,2024-01-03,C0183,Reloj inteligente,Vestible,185.66,2.0,0.0,0.0,Pais Vasco
T2024-01544,2024-07-28,C0160,Altavoz bluetooth,Audio,86.11,5.0,0.0,0.0,Madrid
T2024-02368,2024-12-26,C0210,Tablet 10 pulgadas,Telefonia,270.71,1.0,20.0,0.0,Galicia
T2024-00033,2024-06-10,C0225,Tarjeta microSD 256 GB,Almacenamiento,33.67,1.0,0.0,4.75,Galicia
T2024-02598,2024-12-06,C0047,Reloj inteligente,Vestible,203.04,2.0,0.0,0.0,Comunitat Valenciana
T2024-01136,2024-05-02,C0788,Raton ergonomico,Perifericos,46.01,5.0,0.0,0.0,Cataluna
T2024-02701,2024-12-19,C0651,Raton ergonomico,Perifericos,44.81,1.0,0.0,6.62,Comunitat Valenciana
T2024-01959,2024-07-19,C0759,Portatil 14 pulgadas,Informatica,954.77,3.0,0.0,0.0,Comunitat Valenciana
T2024-02535,2024-12-21,C0745,Auriculares con cable,Perifericos,30.47,1.0,0.0,6.7,Comunitat Valenciana
T2024-04904,2024-06-07,C0038,Disco SSD 1 TB,Almacenamiento,100.3,1.0,0.0,0.0,Andalucia
T2024-01934,2024-05-25,C0127,Monitor 27 pulgadas,Informatica,247.07,1.0,5.0,0.0,Galicia
T2024-01199,2024-05-29,C0068,Disco SSD 1 TB,Almacenamiento,91.71,2.0,,0.0,Cataluna
T2024-03250,2024-02-04,C0698,Pulsera de actividad,Vestible,57.83,2.0,10.0,0.0,Cataluna
T2024-01517,2024-07-05,C0373,Tarjeta microSD 256 GB,Almacenamiento,36.65,2.0,25.0,5.81,Galicia
T2024-02351,2024-12-20,C0001,Pulsera de actividad,Vestible,64.27,2.0,0.0,0.0,Andalucia
T2024-00818,2024-11-30,C0283,Barra de sonido,Audio,211.73,1.0,0.0,0.0,Pais Vasco
T2024-00757,2024-07-26,C0704,Pulsera de actividad,Vestible,61.74,1.0,0.0,2.98,Comunitat Valenciana
T2024-00665,2024-04-07,C0065,Camara web 1080p,Perifericos,70.87,1.0,0.0,3.31,Cataluna
T2024-00580,2024-01-26,C0506,Tarjeta microSD 256 GB,Almacenamiento,35.18,2.0,30.0,6.69,Pais Vasco
T2024-00058,2024-11-16,C0498,Portatil 14 pulgadas,Informatica,898.15,1.0,0.0,0.0,Andalucia
T2024-01537,2024-03-10,C0098,Auriculares con cable,Perifericos,28.61,1.0,0.0,5.36,Pais Vasco
T2024-03668,2024-10-09,C0271,Monitor 27 pulgadas,Informatica,256.77,5.0,0.0,0.0,Andalucia
T2024-00655,2024-02-05,C0001,Movil gama media,Telefonia,379.23,4.0,0.0,0.0,Comunitat Valenciana
T2024-04651,2024-03-17,C0491,Portatil 14 pulgadas,Informatica,953.41,1.0,0.0,0.0,Galicia
T2024-04856,2024-07-27,C0014,Auriculares con cable,Perifericos,27.38,5.0,0.0,11.15,Canarias
T2024-01393,2024-12-13,C0012,Camara web 1080p,Perifericos,65.7,4.0,0.0,0.0,Comunitat Valenciana
T2024-00280,2024-01-23,C0617,Raton ergonomico,Perifericos,45.93,2.0,5.0,6.34,Madrid
T2024-00379,2024-12-19,C0904,Tarjeta microSD 256 GB,Almacenamiento,34.85,3.0,0.0,0.0,Comunitat Valenciana
T2024-03552,2024-05-07,C0681,Pulsera de actividad,Vestible,58.3,4.0,25.0,0.0,Comunitat Valenciana
T2024-02558,2024-04-06,C1031,Auriculares con cable,Perifericos,29.41,1.0,25.0,6.19,Andalucia
T2024-04571,2024-04-01,C0018,Reloj inteligente,Vestible,188.65,1.0,,0.0,Cataluna
T2024-04644,2024-11-16,C0049,Auriculares inalambricos,Audio,138.12,4.0,0.0,0.0,Cataluna
T2024-01850,2024-10-11,C0009,Reloj inteligente,Vestible,182.66,3.0,15.0,0.0,Cataluna
T2024-03682,2024-11-25,C0006,Barra de sonido,Audio,197.61,2.0,0.0,14.28,Canarias
T2024-D0058,2024-12-21,C0159,Monitor 27 pulgadas,Informatica,266.28,4.0,0.0,0.0,Madrid
T2024-01980,2024-12-21,C0004,Raton ergonomico,Perifericos,44.28,2.0,0.0,5.79,Pais Vasco
T2024-02323,2024-07-24,C0634,Tarjeta microSD 256 GB,Almacenamiento,32.59,1.0,20.0,5.19,Madrid
T2024-04883,2024-12-10,C0723,Tablet 10 pulgadas,Telefonia,257.47,5.0,0.0,0.0,Cataluna
T2024-00677,2024-11-28,C0035,Tablet 10 pulgadas,Telefonia,289.11,4.0,25.0,0.0,Comunitat Valenciana
T2024-01064,2024-01-11,C0018,Tarjeta microSD 256 GB,Almacenamiento,35.4,5.0,0.0,0.0,Comunitat Valenciana
T2024-02967,2024-11-21,C0152,Raton ergonomico,Perifericos,46.17,2.0,0.0,6.45,Andalucia
T2024-00496,2024-06-02,C0011,Disco SSD 1 TB,Almacenamiento,91.69,3.0,0.0,0.0,Galicia
T2024-01464,2024-11-28,C0355,Altavoz bluetooth,Audio,79.01,2.0,0.0,14.04,Canarias
T2024-00017,2024-05-16,C0067,Reloj inteligente,Vestible,184.5,4.0,0.0,0.0,Andalucia
T2024-04198,2024-03-08,C0024,Tarjeta microSD 256 GB,Almacenamiento,32.84,1.0,20.0,4.36,Cataluna
T2024-02422,2024-10-27,C0087,Auriculares con cable,Perifericos,30.2,1.0,0.0,5.51,Cataluna
T2024-02753,2024-09-19,C0001,Auriculares con cable,Perifericos,26.45,2.0,20.0,2.99,Pais Vasco
T2024-03958,2024-03-12,C0298,Auriculares inalambricos,Audio,135.59,1.0,0.0,0.0,Andalucia
T2024-03224,2024-02-11,C0051,Auriculares inalambricos,Audio,121.81,1.0,25.0,0.0,Pais Vasco
T2024-03741,2024-09-08,C0045,Disco SSD 1 TB,Almacenamiento,99.83,2.0,15.0,0.0,Galicia
T2024-02348,2024-10-08,C0017,Barra de sonido,Audio,201.43,2.0,0.0,0.0,Galicia
T2024-03043,2024-01-15,C0619,Tarjeta microSD 256 GB,Almacenamiento,35.94,5.0,0.0,0.0,Comunitat Valenciana
T2024-01388,2024-08-06,C0755,Tarjeta microSD 256 GB,Almacenamiento,32.95,1.0,0.0,4.8,Andalucia
T2024-02418,2024-03-27,C0170,Pulsera de actividad,Vestible,57.56,4.0,0.0,0.0,Comunitat Valenciana
T2024-02441,2024-12-31,C0196,Barra de sonido,Audio,196.2,1.0,0.0,0.0,Madrid
T2024-03242,2024-05-20,C0001,Altavoz bluetooth,Audio,75.73,1.0,0.0,5.25,Comunitat Valenciana
T2024-02720,2024-02-19,C0036,Raton ergonomico,Perifericos,41.65,4.0,5.0,0.0,Andalucia
T2024-03752,2024-02-12,C0376,Movil gama media,Telefonia,350.54,1.0,5.0,0.0,Madrid
T2024-02786,2024-12-09,C0291,Portatil 14 pulgadas,Informatica,935.83,5.0,0.0,0.0,Andalucia
T2024-02394,2024-10-27,C0046,Auriculares inalambricos,Audio,121.86,2.0,0.0,0.0,Pais Vasco
T2024-01575,2024-12-05,C0081,Raton ergonomico,Perifericos,44.67,3.0,5.0,0.0,Cataluna
T2024-00974,2024-06-14,C0087,Auriculares inalambricos,Audio,127.73,5.0,10.0,0.0,Galicia
T2024-00901,2024-12-09,C0417,Barra de sonido,Audio,203.99,5.0,25.0,0.0,Madrid
T2024-03111,2024-12-15,C0601,Pulsera de actividad,Vestible,59.67,2.0,10.0,0.0,Madrid
T2024-04390,2024-01-03,C0085,Pulsera de actividad,Vestible,59.96,2.0,,9.83,Canarias
T2024-03838,2024-07-21,C0137,Pulsera de actividad,Vestible,60.23,4.0,0.0,0.0,Madrid
T2024-04181,2024-07-16,C0001,Monitor 27 pulgadas,Informatica,223.88,2.0,15.0,0.0,Galicia
T2024-02250,2024-12-20,C0523,Pulsera de actividad,Vestible,55.47,5.0,0.0,0.0,Comunitat Valenciana
T2024-01735,2024-03-03,C0484,Barra de sonido,Audio,201.39,1.0,25.0,0.0,Cataluna
T2024-01722,2024-09-28,C0024,Barra de sonido,Audio,199.6,4.0,0.0,0.0,Cataluna
T2024-03954,2024-10-29,C0096,Camara web 1080p,Perifericos,64.58,1.0,0.0,6.32,Madrid
T2024-02623,2024-10-11,C0777,Tablet 10 pulgadas,Telefonia,267.26,1.0,0.0,0.0,Madrid
T2024-04558,2024-03-17,C0425,Raton ergonomico,Perifericos,44.66,4.0,0.0,0.0,Comunitat Valenciana
T2024-02579,2024-01-21,C0564,Reloj inteligente,Vestible,210.48,3.0,0.0,0.0,Comunitat Valenciana
T2024-03104,2024-06-16,C0092,Pulsera de actividad,Vestible,61.64,4.0,10.0,0.0,Madrid
T2024-00138,2024-08-02,C0055,Raton ergonomico,Perifericos,43.93,3.0,,0.0,Madrid
T2024-01968,2024-04-03,C0021,Movil gama alta,Telefonia,1019.27,1.0,0.0,0.0,Madrid
T2024-00937,2024-06-20,C0369,Portatil 14 pulgadas,INFORMATICA,959.4,1.0,0.0,0.0,Cataluna
T2024-02951,2024-10-12,C0575,Reloj inteligente,Vestible,201.74,,10.0,0.0,Andalucia
T2024-01904,2024-04-27,C0037,Movil gama media,Telefonia,335.73,1.0,5.0,0.0,Comunitat Valenciana
T2024-01581,2024-12-19,C0253,Camara web 1080p,Perifericos,64.23,2.0,5.0,0.0,Cataluna
T2024-01906,2024-11-24,C0597,Tarjeta microSD 256 GB,Almacenamiento,33.51,2.0,0.0,4.42,Madrid
T2024-02447,2024-11-25,C0010,Pulsera de actividad,Vestible,56.6,1.0,0.0,4.77,Comunitat Valenciana
T2024-04441,2024-12-23,C1169,Auriculares con cable,Perifericos,27.68,2.0,0.0,5.13,Andalucia
T2024-00554,2024-12-22,C0045,Disco SSD 1 TB,Almacenamiento,111.16,4.0,0.0,0.0,Madrid
T2024-02740,2024-07-25,C0023,Tablet 10 pulgadas,Telefonia,259.46,1.0,30.0,0.0,Madrid
T2024-02556,2024-05-26,C0038,Raton ergonomico,Perifericos,46.77,2.0,5.0,3.65,Cataluna
T2024-01369,2024-06-08,C0354,Camara web 1080p,Perifericos,68.53,2.0,0.0,0.0,Madrid
T2024-00470,2024-01-10,C0176,Portatil 14 pulgadas,Informatica,850.75,1.0,15.0,0.0,Comunitat Valenciana
T2024-00630,2024-03-08,C0728,Disco SSD 2 TB,Almacenamiento,172.18,2.0,0.0,0.0,Cataluna
T2024-04224,2024-01-14,C0014,Auriculares con cable,Perifericos,27.21,2.0,20.0,3.18,Galicia
T2024-04831,2024-10-13,C0005,Tablet 10 pulgadas,Telefonia,272.6,3.0,0.0,0.0,Cataluna
T2024-00641,2024-05-11,C1010,Pulsera de actividad,Vestible,54.25,4.0,0.0,0.0,Madrid
T2024-04646,2024-10-21,C0922,Tarjeta microSD 256 GB,Almacenamiento,34.22,1.0,0.0,4.5,Comunitat Valenciana
T2024-04710,2024-11-02,C0002,Raton ergonomico,Perifericos,47.73,3.0,0.0,0.0,Comunitat Valenciana
T2024-04739,2024-07-29,C0043,Auriculares con cable,Perifericos,29.35,1.0,20.0,4.11,Pais Vasco
T2024-03843,2024-03-30,C0070,Auriculares inalambricos,Audio,132.33,2.0,0.0,0.0,Comunitat Valenciana
T2024-02596,2024-01-09,C0003,Camara web 1080p,Perifericos,61.66,2.0,0.0,0.0,Cataluna
T2024-04575,2024-03-27,C0211,Teclado mecanico,Perifericos,96.82,4.0,0.0,0.0,Madrid
T2024-02568,2024-05-09,C0362,Raton ergonomico,Perifericos,45.66,1.0,0.0,5.66,Pais Vasco
T2024-02898,2024-08-07,C0013,Pulsera de actividad,Vestible,58.73,1.0,15.0,4.39,Comunitat Valenciana
T2024-00965,2024-12-22,C0765,Teclado mecanico,Perifericos,90.53,2.0,0.0,0.0,Comunitat Valenciana
T2024-01406,2024-03-02,C0296,Disco SSD 1 TB,Almacenamiento,102.65,2.0,0.0,0.0,Cataluna
T2024-01424,2024-06-22,C0005,Tarjeta microSD 256 GB,Almacenamiento,33.52,3.0,0.0,0.0,Cataluna
T2024-04029,2024-05-11,C0237,Raton ergonomico,Perifericos,46.24,2.0,0.0,5.46,Cataluna
T2024-04593,2024-11-01,C0151,Reloj inteligente,Vestible,179.67,5.0,0.0,13.93,Canarias
T2024-02962,2024-11-03,C0107,Pulsera de actividad,Vestible,50.33,2.0,10.0,0.0,Cataluna
T2024-02452,2024-07-27,C0003,Pulsera de actividad,Vestible,57.35,4.0,0.0,0.0,Galicia
T2024-00495,2024-11-23,C0369,Disco SSD 2 TB,Almacenamiento,166.94,2.0,0.0,0.0,Cataluna
T2024-00669,2024-01-16,C0035,Auriculares inalambricos,Audio,133.36,2.0,20.0,0.0,Galicia
T2024-02208,2024-12-01,C0882,Tarjeta microSD 256 GB,Almacenamiento,35.04,1.0,0.0,5.84,Cataluna
T2024-01262,2024-11-12,C0246,Auriculares con cable,Perifericos,27.66,3.0,25.0,4.55,Madrid
T2024-04539,2024-02-13,C0406,Raton ergonomico,Perifericos,39.84,1.0,0.0,5.75,Cataluna
T2024-03271,2024-01-08,C0068,Movil gama media,Telefonia,346.04,2.0,0.0,0.0,Comunitat Valenciana
T2024-04048,2024-05-02,C0041,Reloj inteligente,Vestible,197.78,4.0,20.0,0.0,Comunitat Valenciana
T2024-01790,2024-11-03,C0414,Auriculares inalambricos,Audio,120.65,1.0,,0.0,Cataluna
T2024-02110,2024-07-21,C0026,Reloj inteligente,Vestible,174.59,4.0,15.0,0.0,Cataluna
T2024-03154,2024-02-15,C0674,Movil gama media,Telefonia,344.0,1.0,0.0,0.0,Pais Vasco
T2024-02561,2024-05-01,C0001,Disco SSD 1 TB,Almacenamiento,95.85,2.0,30.0,0.0,Andalucia
T2024-00254,2024-10-02,C0050,Tarjeta microSD 256 GB,Almacenamiento,32.38,3.0,10.0,3.21,Comunitat Valenciana
T2024-04685,2024-02-27,C0154,Auriculares con cable,Perifericos,29.34,1.0,0.0,4.59,Andalucia
T2024-02273,2024-10-15,C0017,Disco SSD 2 TB,Almacenamiento,154.64,4.0,20.0,0.0,Andalucia
T2024-02090,2024-05-25,C0349,Pulsera de actividad,Vestible,59.05,2.0,25.0,0.0,Madrid
T2024-03298,2024-05-22,C0581,Disco SSD 1 TB,Almacenamiento,89.36,5.0,15.0,0.0,Galicia
T2024-02163,2024-11-08,C0762,Movil gama media,Telefonia,338.35,3.0,15.0,0.0,Comunitat Valenciana
T2024-04393,2024-04-06,C0971,Tarjeta microSD 256 GB,Almacenamiento,33.14,3.0,0.0,3.05,Andalucia
T2024-02703,2024-03-03,C0133,Altavoz bluetooth,Audio,72.04,4.0,10.0,0.0,Comunitat Valenciana
T2024-01178,2024-12-29,C0257,Movil gama media,Telefonia,348.1,2.0,10.0,0.0,Galicia
T2024-D0013,2024-07-23,C0025,Auriculares inalambricos,Audio,122.23,1.0,0.0,0.0,Pais Vasco
T2024-02814,2024-12-21,C0159,Monitor 27 pulgadas,Informatica,266.28,4.0,0.0,0.0,Madrid
T2024-00294,2024-09-28,C0055,Altavoz bluetooth,Audio,75.06,2.0,,0.0,Andalucia
T2024-02702,2024-12-14,C0742,Pulsera de actividad,Vestible,53.02,1.0,0.0,4.07,Pais Vasco
T2024-04141,2024-02-28,C0046,Portatil 16 pulgadas,INFORMATICA,1374.84,1.0,20.0,0.0,Andalucia
T2024-04526,2024-02-24,C0058,Camara web 1080p,Perifericos,68.12,5.0,0.0,0.0,Comunitat Valenciana
T2024-00389,2024-04-23,C0019,Disco SSD 2 TB,Almacenamiento,161.62,1.0,0.0,0.0,Cataluna
T2024-00956,2024-10-19,C0060,Monitor 27 pulgadas,Informatica,217.07,1.0,0.0,0.0,Cataluna
T2024-02757,2024-01-29,C0282,Raton ergonomico,Perifericos,46.05,4.0,0.0,0.0,Comunitat Valenciana
T2024-04779,2024-07-29,C0627,Disco SSD 1 TB,Almacenamiento,101.48,2.0,0.0,0.0,Cataluna
T2024-00615,2024-04-25,C0096,Altavoz bluetooth,Audio,76.28,4.0,0.0,0.0,Cataluna
T2024-02889,2024-08-29,C0102,Pulsera de actividad,Vestible,61.85,1.0,0.0,5.67,Galicia
T2024-00396,2024-04-07,C0022,Camara web 1080p,Perifericos,71.79,2.0,10.0,0.0,Madrid
T2024-03276,2024-04-29,C0070,Movil gama alta,Telefonia,1033.81,1.0,0.0,0.0,Andalucia
T2024-04504,2024-07-20,C0003,Teclado mecanico,Perifericos,79.59,1.0,5.0,6.26,Andalucia
T2024-01638,2024-08-27,C0004,Raton ergonomico,Perifericos,44.03,3.0,0.0,0.0,Cataluna
T2024-00542,2024-05-02,C0084,Disco SSD 2 TB,Almacenamiento,163.08,3.0,10.0,0.0,Andalucia
T2024-01652,2024-10-30,C0792,Disco SSD 1 TB,Almacenamiento,100.67,1.0,0.0,0.0,Pais Vasco
T2024-02034,2024-01-19,C0065,Auriculares inalambricos,Audio,139.66,2.0,,0.0,Comunitat Valenciana
T2024-04349,2024-03-22,C0936,Auriculares con cable,perifericos,30.24,1.0,0.0,10.88,Canarias
T2024-02490,2024-11-12,C0224,Auriculares inalambricos,Audio,141.12,5.0,10.0,0.0,Madrid
T2024-03822,2024-11-09,C0059,Tarjeta microSD 256 GB,Almacenamiento,34.39,1.0,0.0,4.26,Comunitat Valenciana
T2024-04985,2024-02-04,C0033,Disco SSD 2 TB,Almacenamiento,164.92,1.0,0.0,0.0,Comunitat Valenciana
T2024-03366,2024-10-19,C0008,Altavoz bluetooth,Audio,78.97,3.0,0.0,0.0,Comunitat Valenciana
T2024-01743,2024-12-27,C0105,Camara web 1080p,Perifericos,68.53,3.0,0.0,0.0,Andalucia
T2024-00577,2024-06-03,C0004,Auriculares con cable,perifericos,29.45,2.0,0.0,4.24,Comunitat Valenciana
T2024-00570,2024-06-01,C0474,Altavoz bluetooth,Audio,78.72,,0.0,4.27,Andalucia
T2024-04544,2024-06-24,C0093,Tarjeta microSD 256 GB,Almacenamiento,30.79,1.0,0.0,5.8,Andalucia
T2024-04546,2024-10-16,C0123,Tarjeta microSD 256 GB,Almacenamiento,30.52,,10.0,8.04,Canarias
T2024-00821,2024-03-02,C0003,Disco SSD 2 TB,Almacenamiento,173.55,1.0,25.0,10.11,Canarias
T2024-03929,2024-07-06,C0076,Movil gama media,Telefonia,334.39,2.0,0.0,0.0,Cataluna
T2024-04367,2024-11-28,C0419,Disco SSD 1 TB,Almacenamiento,86.74,1.0,0.0,5.95,Andalucia
T2024-01547,2024-11-19,C0916,Raton ergonomico,Perifericos,47.22,4.0,10.0,0.0,Andalucia
T2024-04323,2024-12-04,C0016,Teclado mecanico,Perifericos,97.5,1.0,0.0,6.12,Andalucia
T2024-03091,2024-03-20,C0024,Portatil 14 pulgadas,Informatica,943.44,1.0,0.0,0.0,Andalucia
T2024-01454,2024-03-10,C0025,Teclado mecanico,Perifericos,84.77,2.0,30.0,0.0,Andalucia
T2024-01460,2024-12-06,C0513,Reloj inteligente,Vestible,-198.17,3.0,,0.0,Cataluna
T2024-03186,2024-08-21,C1197,Altavoz bluetooth,Audio,77.71,,15.0,6.11,Galicia
T2024-01356,2024-06-23,C1098,Disco SSD 1 TB,Almacenamiento,105.9,1.0,0.0,0.0,Cataluna
T2024-00220,2024-01-16,C0289,Disco SSD 1 TB,Almacenamiento,102.39,,5.0,0.0,Galicia
T2024-03950,2024-12-12,C1006,Movil gama media,Telefonia,342.11,2.0,0.0,0.0,Galicia
T2024-02465,2024-09-08,C0047,Tarjeta microSD 256 GB,Almacenamiento,34.66,1.0,5.0,5.81,Madrid
